Complaint_ID,Product_ID,Customer_ID,Complaint_Date,Complaint_Type,Resolution_Time_Days,Complaint_Status,Satisfaction_Score,Customer_Loyalty_Score,Customer_Service_Interaction,Brand_Perceived_Image,Customer_Feedback,Additional_Comments
131,3030,361,2024-12-05 06:32:30.412051392,Quality Issue,8.0,Resolved,7.928264516214489,,Neutral,Good,"Resolution was fine, but the shipping took forever!","Resolution was fine, but the shipping took forever!"
132,2209,3067,2024-12-05 06:32:30.412051392,Damaged Product,3.0,Pending,8.03221872944954,1.7369731907135244,Positive,Excellent,Customer service wasn't helpful. Not coming back.,"Arrived in a damaged box, not happy. Seriously?"
133,8353,3595,2024-12-05 06:32:30.412051392,Quality Issue,23.0,Resolved,7.138155501537183,6.243314048095446,Negative,Excellent,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
134,8138,9409,2024-12-05 06:32:30.412051392,Damaged Product,18.0,Resolved,7.208018997083201,8.344700972299265,Negative,Average,"Arrived in a damaged box, not happy. Seriously?",Got the wrong item... so frustrating! What a waste of time.
135,2893,8043,2024-12-05 06:32:30.412051392,Late Delivery,13.0,Pending,2.654312750457178,1.850567777324426,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","Arrived in a damaged box, not happy. Seriously?"
136,2106,9001,2024-12-05 06:32:30.412051392,Incorrect Product,11.0,Unresolved,1.9330913951266129,5.82208592171192,Neutral,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Customer service wasn't helpful. Not coming back.
137,910,4044,2024-12-05 06:32:30.412051392,Late Delivery,1.0,Pending,2.3410005074370037,8.175633096444887,Negative,Excellent,Customer service wasn't helpful. Not coming back.,The color was different from the online pictures. Product's okay but that's a letdown.
138,5078,1977,2024-12-05 06:32:30.412051392,Damaged Product,27.0,Pending,5.251057771465699,6.930724963766643,Positive,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
139,9720,6439,2024-12-05 06:32:30.412051392,Incorrect Product,23.0,Pending,4.748368743390853,8.11036681017084,Negative,Poor,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
140,4126,7254,2024-12-05 06:32:30.412051392,Packaging Issue,9.0,Resolved,5.344162640050676,8.55812294620435,Neutral,Good,Package came way late. Not ordering from here again.,Customer service wasn't helpful. Not coming back.
141,2038,6756,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Pending,8.87418987817762,8.379550997310012,Negative,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,The color was different from the online pictures. Product's okay but that's a letdown.
142,1669,5055,2024-12-05 06:32:30.412051392,Incorrect Product,4.0,Pending,5.093608866000725,7.6753167563562865,Negative,Average,Packaging was fine but the actual product had issues.,"I dunno, but the product just wasn't what I thought. Disappointed."
143,5714,3006,2024-12-05 06:32:30.412051392,Packaging Issue,8.0,Pending,8.984846671010342,1.9046930821899117,Neutral,Excellent,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
144,2715,8825,2024-12-05 06:32:30.412051392,Quality Issue,1.0,Resolved,9.435339002632885,9.203277224351831,Negative,Good,"Resolution was fine, but the shipping took forever!","Took way too long to get fixed, but the service was okay I guess."
145,5315,4860,2024-12-05 06:32:30.412051392,Quality Issue,13.0,Unresolved,5.213768177507555,7.545888836145212,Positive,Excellent,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
146,9180,3212,2024-12-05 06:32:30.412051392,Quality Issue,29.0,Unresolved,,5.50166676626999,Positive,Poor,"Resolution was fine, but the shipping took forever!",The color was different from the online pictures. Product's okay but that's a letdown.
147,7931,8614,2024-12-05 06:32:30.412051392,Late Delivery,8.0,Unresolved,7.43690667157635,8.7841858054034,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.",The color was different from the online pictures. Product's okay but that's a letdown.
148,1409,3760,2024-12-05 06:32:30.412051392,Late Delivery,8.0,Resolved,8.024876546778216,1.5440947122790363,Neutral,Excellent,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
149,8824,9064,2024-12-05 06:32:30.412051392,Incorrect Product,2.0,Unresolved,9.820220465203008,1.5087001221546696,Positive,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Customer service wasn't helpful. Not coming back.
150,6648,9092,2024-12-05 06:32:30.412051392,Damaged Product,20.0,Resolved,5.218215981787308,3.573214482637885,Neutral,Poor,Packaging was fine but the actual product had issues.,
151,8863,8966,2024-12-05 06:32:30.412051392,Late Delivery,13.0,Unresolved,4.2878165641848085,6.172115346042123,Positive,Average,"Resolution was fine, but the shipping took forever!","Resolution was fine, but the shipping took forever!"
152,568,6561,2024-12-05 06:32:30.412051392,Packaging Issue,24.0,Resolved,8.887238655453654,4.535630561432951,Positive,Average,Package came way late. Not ordering from here again.,"I dunno, but the product just wasn't what I thought. Disappointed."
153,5554,665,2024-12-05 06:32:30.412051392,Quality Issue,15.0,Pending,3.5327640597003387,8.32495804475425,Positive,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Package came way late. Not ordering from here again.
154,1541,244,2024-12-05 06:32:30.412051392,Quality Issue,5.0,Unresolved,5.1910108830502395,1.304823315657517,Positive,Good,"I dunno, but the product just wasn't what I thought. Disappointed.","Resolution was fine, but the shipping took forever!"
155,670,1752,2024-12-05 06:32:30.412051392,Packaging Issue,11.0,Pending,6.073408858704563,2.2728102673033046,Neutral,Excellent,Customer service wasn't helpful. Not coming back.,Got the wrong item... so frustrating! What a waste of time.
156,9662,10202,2024-12-05 06:32:30.412051392,Damaged Product,16.0,Resolved,6.749113363350796,9.05692103596352,Negative,Excellent,Customer service wasn't helpful. Not coming back.,"I dunno, but the product just wasn't what I thought. Disappointed."
157,1986,6080,2024-12-05 06:32:30.412051392,Incorrect Product,11.0,Unresolved,7.660999325411007,4.848306783647665,Positive,Good,"Honestly, the product wasn't great. Wouldn't recommend it.",Got the wrong item... so frustrating! What a waste of time.
158,3169,7064,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Pending,8.739776505527164,9.95079207555544,Positive,Excellent,Got the wrong item... so frustrating! What a waste of time.,"Resolution was fine, but the shipping took forever!"
159,2716,5790,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Pending,5.951451228194435,7.779477444962761,Positive,Excellent,Got the wrong item... so frustrating! What a waste of time.,The color was different from the online pictures. Product's okay but that's a letdown.
160,666,5801,2024-12-05 06:32:30.412051392,Incorrect Product,6.0,Unresolved,6.427043529649505,2.569514562987276,Negative,Average,Customer service wasn't helpful. Not coming back.,"I dunno, but the product just wasn't what I thought. Disappointed."
161,9964,9329,2024-12-05 06:32:30.412051392,Packaging Issue,,Pending,4.9460449717869786,1.3639604595989072,Positive,Excellent,Customer service wasn't helpful. Not coming back.,The color was different from the online pictures. Product's okay but that's a letdown.
162,8313,5243,2024-12-05 06:32:30.412051392,Late Delivery,4.0,Unresolved,7.743896183124691,9.102293938769343,Negative,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","Honestly, the product wasn't great. Wouldn't recommend it."
163,8445,2050,2024-12-05 06:32:30.412051392,Damaged Product,26.0,Unresolved,2.974316527457722,4.45390158382104,Neutral,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Resolution was fine, but the shipping took forever!"
164,5612,10472,2024-12-05 06:32:30.412051392,Incorrect Product,22.0,Unresolved,2.3385635964729157,8.208902938310155,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
165,9407,2191,2024-12-05 06:32:30.412051392,Packaging Issue,26.0,Pending,6.022414370330751,9.25043666398519,Neutral,Excellent,Customer service wasn't helpful. Not coming back.,Customer service wasn't helpful. Not coming back.
166,10258,7862,2024-12-05 06:32:30.412051392,Quality Issue,,Resolved,4.567377853313266,3.645512114241093,Neutral,Average,Packaging was fine but the actual product had issues.,"Honestly, the product wasn't great. Wouldn't recommend it."
167,5446,5970,2024-12-05 06:32:30.412051392,Quality Issue,10.0,Resolved,5.963531050268728,5.005151932150511,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
168,11282,175,2024-12-05 06:32:30.412051392,Packaging Issue,26.0,Resolved,1.5039443129712302,9.942651163574649,Neutral,Poor,Package came way late. Not ordering from here again.,"Took way too long to get fixed, but the service was okay I guess."
169,548,4705,2024-12-05 06:32:30.412051392,Quality Issue,5.0,Unresolved,8.298835720362485,6.565043019226533,Negative,Average,Package came way late. Not ordering from here again.,Packaging was fine but the actual product had issues.
170,2669,5054,2024-12-05 06:32:30.412051392,Incorrect Product,13.0,Pending,8.29471958989203,2.679596564881222,Neutral,Excellent,"Honestly, the product wasn't great. Wouldn't recommend it.","Took way too long to get fixed, but the service was okay I guess."
171,2696,614,2024-12-05 06:32:30.412051392,Incorrect Product,7.0,Unresolved,1.939820062860362,5.845342630983821,Positive,Good,Packaging was fine but the actual product had issues.,The color was different from the online pictures. Product's okay but that's a letdown.
172,1347,811,2024-12-05 06:32:30.412051392,Incorrect Product,9.0,Resolved,7.178185517032299,3.128583270158738,Negative,Poor,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
173,1811,580,2024-12-05 06:32:30.412051392,Incorrect Product,9.0,Resolved,7.022862707791167,9.968944116273633,Neutral,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,"I dunno, but the product just wasn't what I thought. Disappointed."
174,2871,9466,2024-12-05 06:32:30.412051392,Late Delivery,14.0,Resolved,4.964799179324658,8.472689045734327,Positive,Poor,Customer service wasn't helpful. Not coming back.,"Arrived in a damaged box, not happy. Seriously?"
175,6542,3808,2024-12-05 06:32:30.412051392,Packaging Issue,4.0,Resolved,2.7470764933419676,4.856446464670844,Neutral,Excellent,Customer service wasn't helpful. Not coming back.,"Resolution was fine, but the shipping took forever!"
176,7050,3668,2024-12-05 06:32:30.412051392,Packaging Issue,24.0,Pending,8.399125850212151,8.696419070517802,Negative,Good,"Arrived in a damaged box, not happy. Seriously?",Packaging was fine but the actual product had issues.
177,7806,8947,2024-12-05 06:32:30.412051392,Late Delivery,24.0,Resolved,8.997471535741283,2.8459868897295557,Positive,Average,Customer service wasn't helpful. Not coming back.,"Took way too long to get fixed, but the service was okay I guess."
178,9825,9961,2024-12-05 06:32:30.412051392,Late Delivery,2.0,Pending,2.0603523580971874,7.065586193033722,Neutral,Poor,"Took way too long to get fixed, but the service was okay I guess.",Got the wrong item... so frustrating! What a waste of time.
179,9224,910,2024-12-05 06:32:30.412051392,Incorrect Product,1.0,Unresolved,6.9297216929506344,6.968589769417194,Negative,Average,The color was different from the online pictures. Product's okay but that's a letdown.,
180,5312,5590,2024-12-05 06:32:30.412051392,Incorrect Product,3.0,Unresolved,4.545434023879408,6.537355085031022,Neutral,Excellent,,"Honestly, the product wasn't great. Wouldn't recommend it."
181,3079,1833,2024-12-05 06:32:30.412051392,Incorrect Product,23.0,Unresolved,9.425372245136948,8.063164000614345,Positive,Good,The color was different from the online pictures. Product's okay but that's a letdown.,"Resolution was fine, but the shipping took forever!"
182,10539,256,2024-12-05 06:32:30.412051392,Late Delivery,19.0,Unresolved,7.781853047898558,4.869860258050025,Positive,Good,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
183,3812,3788,2024-12-05 06:32:30.412051392,Quality Issue,25.0,Resolved,7.12258679529142,7.325109278543172,Negative,Good,"Resolution was fine, but the shipping took forever!","I dunno, but the product just wasn't what I thought. Disappointed."
184,805,5884,2024-12-05 06:32:30.412051392,Packaging Issue,1.0,Resolved,3.5251458437117855,3.1607793196377276,Negative,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,"Took way too long to get fixed, but the service was okay I guess."
185,9546,3538,2024-12-05 06:32:30.412051392,Packaging Issue,16.0,Unresolved,2.233383380962195,9.770039985313748,Negative,Excellent,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
186,6153,6603,2024-12-05 06:32:30.412051392,Damaged Product,28.0,Pending,7.356029989581386,6.7134797956697705,Neutral,Good,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
187,3273,7970,2024-12-05 06:32:30.412051392,Packaging Issue,2.0,Unresolved,3.372531224542112,3.0395008929229537,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?",Packaging was fine but the actual product had issues.
188,1612,4171,2024-12-05 06:32:30.412051392,Packaging Issue,17.0,Unresolved,,8.884663664661659,Neutral,Good,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
